15:00:36,8.32,,,
15:00:38,8.48,,,
15:00:40,8.43,,,
15:00:42,8.57,,,
15:00:44,7.76,,,
15:00:46,8.23,,,
15:00:48,8.18,,,
15:00:50,8.26,,,
15:00:52,8.19,,,
15:00:54,8.24,,,
15:00:56,8.36,,,
15:00:58,8.16,,,
15:01:00,8.48,,,
15:01:02,8.41,,,
15:01:04,8.76,,,
15:01:06,9.15,,,
15:01:08,9.32,,,
15:01:10,9.29,,,
15:01:12,9.46,,,
15:01:14,9.57,,,
15:01:16,9.83,,,
15:01:18,9.44,,,
15:01:20,8.95,,,
15:01:22,8.35,,,
15:01:24,8.08,,,
15:01:26,8.47,,,
15:01:28,8.78,,,
15:01:30,8.51,,,
15:01:32,8.53,,,
15:01:34,8.69,,,
15:01:36,8.52,,,
15:01:38,8.77,,,
15:01:40,8.85,,,
15:01:42,9.37,,,
15:01:44,9.23,,,
15:01:46,9.37,,,
15:01:48,9.48,,,
15:01:50,9.55,,,
15:01:52,9.58,,,
15:01:54,8.59,,,
15:01:56,7.55,,,
15:01:58,7.45,,,
15:02:00,7.48,,,
15:02:02,7.00,,,
15:02:04,7.06,,,
15:02:06,7.63,,,
15:02:08,7.42,,,
15:02:10,7.46,,,
15:02:12,7.78,,,
15:02:14,7.98,,,
15:02:16,8.11,,,
15:02:18,8.37,,,
15:02:20,9.18,,,
15:02:22,8.42,,,
15:02:24,8.59,,,
15:02:26,8.86,,,
15:02:28,7.67,,,
15:02:30,7.33,,,
15:02:32,7.14,,,
15:02:34,6.82,,,
15:02:36,7.27,,,
15:02:38,7.42,,,
15:02:40,7.10,,,
15:02:42,7.14,,,
15:02:44,7.18,,,
15:02:46,7.79,,,
15:02:48,7.80,,,
15:02:50,8.01,,,
15:02:52,8.23,,,
15:02:54,8.33,,,
15:02:56,8.54,,,
15:02:58,8.35,,,
15:03:00,8.51,,,
15:03:02,8.05,,,
15:03:04,7.63,,,
15:03:06,8.37,,,
15:03:10,8.69,,,
15:03:12,8.72,,,
15:03:14,8.55,,,
15:03:16,9.38,,,
15:03:18,9.06,,,
15:03:20,9.03,,,
15:03:22,8.99,,,
15:03:24,9.24,,,
15:03:26,9.54,,,
15:03:28,9.49,,,
15:03:30,9.76,,,
15:03:32,9.79,,,
15:03:34,10.1,,,
15:03:36,10.0,,,
15:03:38,9.07,,,
15:03:40,8.85,,,
15:03:42,8.41,,,
15:03:44,8.51,,,
15:03:46,8.49,,,
15:03:48,8.60,,,
15:03:50,8.27,,,
15:03:52,8.69,,,
15:03:54,8.44,,,
15:03:56,8.93,,,
15:03:58,8.98,,,
15:04:00,8.96,,,
15:04:02,9.47,,,
15:04:04,9.76,,,
15:04:06,10.1,,,
15:04:08,9.92,,,
15:04:10,10.4,,,
15:04:12,8.57,,,
15:04:14,7.72,,,
15:04:16,6.92,,,
15:04:18,7.96,,,
15:04:20,7.34,,,
15:04:22,7.07,,,
15:04:24,7.32,,,
15:04:26,7.42,,,
15:04:28,7.81,,,
15:04:30,7.43,,,
15:04:32,7.72,,,
15:04:34,7.73,,,
15:04:36,7.56,,,
15:04:38,7.48,,,
15:04:40,7.93,,,
15:04:42,7.95,,,
15:04:44,8.16,,,
15:04:46,7.62,,,
15:04:48,7.52,,,
15:04:50,6.45,,,
15:04:52,6.52,,,
15:04:54,6.85,,,
15:04:56,6.98,,,
15:04:58,6.87,,,
15:05:00,6.74,,,
15:05:02,6.98,,,
15:05:04,7.33,,,
15:05:06,7.48,,,
15:05:08,7.23,,,
15:05:10,7.53,,,
15:05:12,7.59,,,
15:05:14,7.64,,,
15:05:16,8.34,,,
15:05:18,8.35,,,
15:05:20,8.62,,,
15:05:22,7.43,,,
15:05:24,7.56,,,
15:05:26,8.16,,,
15:05:28,8.15,,,
15:05:30,8.24,,,
15:05:32,8.60,,,
15:05:34,8.83,,,
15:05:36,8.90,,,
15:05:38,8.97,,,
15:05:40,9.15,,,
15:05:42,9.18,,,
15:05:44,9.39,,,
15:05:46,9.53,,,
15:05:48,9.53,,,
15:05:50,9.98,,,
15:05:52,10.1,,,
15:05:54,10.3,,,
