
data
37.695312
35.781250
35.695312
35.464844
35.546875
34.773438
37.187500
34.656250
38.960938
36.125000
35.746094
35.398438
37.496094
36.550781
35.921875
36.464844
35.464844
36.121094
35.257812
35.550781
35.125000
36.519531
36.269531
35.863281
36.207031
35.554688
35.867188
36.925781
34.917969
35.640625
36.042969
364.601562
36.058594
36.148438
37.183594
34.921875
38.785156
37.324219
34.980469
35.457031
35.406250
35.574219
35.320312
34.687500
35.582031
35.179688
34.921875
35.292969
36.320312
35.296875
34.089844
37.160156
34.085938
34.921875
36.898438
36.003906
35.953125
35.812500
36.496094
36.148438
36.089844
35.468750
34.773438
35.433594
38.527344
35.144531
36.125000
35.437500
34.742188
39.300781
35.640625
34.863281
35.605469
35.953125
36.003906
35.781250
34.230469
35.664062
34.863281
35.433594
36.929688
36.695312
35.781250
35.660156
36.496094
34.777344
34.804688
35.839844
35.289062
35.433594
36.863281
35.839844
36.183594
35.328125
34.863281
35.777344
35.296875
35.894531
34.808594
36.468750
36.324219
45.687500
35.832031
36.039062
34.687500
36.433594
35.320312
38.992188
35.722656
34.515625
35.171875
35.234375
42.800781
35.808594
35.523438
36.093750
34.546875
35.691406
35.117188
36.152344
37.785156
35.460938
35.492188
35.976562
35.867188
34.285156
36.554688
36.066406
35.316406
35.917969
35.605469
35.375000
36.527344
37.015625
35.496094
36.238281
35.488281
35.234375
35.812500
35.207031
36.265625
34.808594
35.582031
34.890625
36.867188
35.605469
35.578125
34.683594
35.292969
36.117188
36.410156
36.003906
36.867188
35.750000
35.550781
35.378906
35.296875
37.726562
36.269531
34.433594
35.324219
34.750000
35.972656
36.179688
35.464844
36.523438
35.464844
34.457031
33.968750
35.890625
44.308594
35.121094
35.351562
34.917969
35.265625
40.644531
35.808594
35.375000
37.152344
35.519531
34.882812
37.640625
35.437500
36.179688
35.800781
35.781250
36.718750
35.609375
35.867188
35.433594
36.121094
35.718750
35.867188
35.722656
35.835938
36.007812
36.582031
37.410156
36.328125
35.203125
35.781250
35.550781
35.886719
35.261719
35.917969
35.578125
34.632812
35.953125
35.406250
36.410156
35.750000
35.863281
33.488281
39.445312
36.527344
36.265625
34.917969
35.578125
36.152344
35.691406
35.093750
35.949219
36.125000
34.972656
36.550781
35.289062
35.980469
36.179688
37.640625
35.691406
35.691406
35.152344
34.894531
36.867188
36.718750
35.781250
36.066406
36.781250
37.531250
35.890625
36.210938
33.800781
36.929688
36.062500
35.148438
36.093750
35.347656
36.781250
35.148438
36.722656
37.414062
38.042969
37.242188
36.062500
35.835938
34.687500
36.039062
37.093750
36.406250
40.558594
35.812500
36.492188
35.777344
35.890625
35.496094
34.890625
36.125000
36.582031
35.726562
34.406250
36.125000
35.777344
36.582031
35.664062
36.144531
36.984375
35.347656
37.093750
37.722656
35.007812
36.296875
35.035156
39.265625
36.039062
34.800781
35.582031
