data
33.171875
35.148438
34.718750
36.210938
33.921875
35.089844
33.230469
34.425781
34.003906
33.660156
34.257812
34.066406
34.175781
33.890625
34.746094
33.656250
34.292969
33.746094
33.710938
34.148438
34.253906
38.496094
35.000000
33.972656
35.003906
34.003906
38.242188
35.203125
34.320312
33.750000
33.750000
34.402344
34.031250
35.089844
33.601562
32.769531
34.484375
32.964844
33.488281
33.828125
32.855469
35.179688
34.800781
34.007812
35.207031
33.261719
32.910156
34.953125
36.984375
34.085938
33.917969
35.261719
33.031250
34.289062
35.496094
34.488281
35.515625
32.714844
34.320312
34.523438
33.660156
35.089844
32.941406
34.117188
34.148438
33.972656
33.195312
34.980469
33.546875
34.753906
34.691406
34.597656
32.941406
32.539062
33.257812
34.031250
33.394531
32.742188
33.457031
34.429688
34.000000
34.195312
31.683594
34.980469
33.863281
36.031250
36.066406
34.609375
35.898438
33.808594
33.429688
35.433594
32.890625
34.144531
49.156250
34.320312
33.113281
34.488281
34.742188
37.089844
35.667969
35.261719
34.035156
33.460938
36.929688
34.574219
35.320312
36.351562
32.652344
34.316406
34.429688
35.230469
32.402344
34.203125
34.058594
34.000000
34.347656
34.660156
34.054688
34.660156
34.632812
35.863281
33.375000
35.636719
36.300781
32.796875
33.511719
35.152344
34.347656
35.066406
34.488281
34.628906
34.230469
32.718750
34.234375
33.855469
34.460938
35.289062
36.902344
33.375000
34.695312
33.742188
32.968750
32.832031
34.570312
33.539062
34.832031
35.636719
33.914062
34.257812
33.433594
34.609375
32.882812
34.976562
32.398438
33.464844
32.343750
33.828125
33.570312
33.230469
34.625000
35.375000
35.867188
33.117188
34.632812
33.972656
33.660156
33.222656
33.058594
33.425781
33.800781
34.140625
34.347656
34.347656
33.199219
34.347656
34.949219
34.027344
32.968750
34.718750
35.152344
33.773438
33.230469
33.910156
34.511719
32.171875
33.078125
32.945312
34.035156
33.402344
31.968750
34.574219
33.289062
33.941406
41.421875
33.230469
34.511719
33.117188
35.578125
34.691406
34.261719
33.742188
37.871094
33.714844
33.515625
35.238281
32.312500
38.066406
33.769531
35.058594
32.855469
34.003906
37.007812
34.722656
36.636719
33.000000
33.000000
37.816406
34.058594
34.367188
33.230469
32.453125
33.515625
34.148438
34.234375
32.394531
34.234375
32.656250
33.167969
34.488281
34.121094
32.968750
35.464844
32.027344
33.691406
34.207031
31.796875
58.156250
35.007812
33.574219
34.433594
32.113281
34.722656
33.113281
35.183594
33.632812
35.265625
34.378906
32.828125
34.554688
33.945312
34.804688
47.058594
33.003906
33.714844
34.171875
35.121094
33.257812
34.656250
33.804688
31.542969
33.402344
34.601562
34.261719
32.714844
33.171875
33.003906
34.148438
34.496094
33.542969
34.062500
34.203125
32.199219
36.781250
33.234375
33.632812
33.375000
33.714844
34.000000
33.542969
33.882812
33.660156
33.976562
33.863281
32.976562
34.976562
35.812500
34.257812
33.261719
32.773438
34.343750
40.214844
32.656250
34.828125
35.210938
34.144531
33.203125
33.765625
34.433594
35.058594
33.175781
33.746094
34.859375
34.234375
33.972656
33.832031
35.316406
34.371094
34.597656
33.199219
34.664062
34.519531
35.320312
32.199219
34.289062
33.714844
32.199219
35.207031
35.000000
32.945312
34.546875
35.320312
33.996094
35.953125
34.171875
33.144531
34.574219
33.917969
33.605469
34.203125
35.437500
32.886719
32.656250
33.199219
34.464844
34.949219
34.609375
33.941406
32.710938
31.335938
33.003906
34.976562
34.003906
34.863281
32.511719
33.398438
33.230469
33.062500
34.031250
35.460938
34.488281
34.746094
33.664062
34.777344
35.121094
